car;mileage;mpkw
0;17.173449320799133;3.7910685896816325
0;10.837349344017218;4.348300500099808
0;12.92236066848449;3.1587871354686974
0;12.429133374307675;4.313498078430998
0;15.734429265241216;3.9834158501650707
0;16.010435262514868;4.339611473473905
0;13.544378386412504;3.9725934559850407
0;16.960442084442157;2.9033582094156576
0;11.659112756610135;3.4867767555395464
0;14.85895152255401;4.697160237634145
0;15.841549101608948;3.8304789866991533
0;12.549739825650995;4.131717000334606
0;16.878408589582445;3.823699068458862
0;15.61898376733894;4.068127981981326
0;11.038584312735523;4.55870683983557
0;13.189020765210968;3.8474606994863723
0;11.661937191784613;4.073925836833452
0;20.076412302308505;3.378016446492233
0;15.167751354256612;3.131859221161906
0;13.236898551230482;4.531341029156264
0;16.029838577943575;4.152255051964342
0;13.10651693787039;3.9536040068083915
0;16.95316953618513;4.4690600343522515
0;15.119722250101614;3.0538206548605977
0;16.658011499780372;3.255567797351995
0;11.866988170798022;3.8247373588792617
0;17.50782221397833;4.202084449499376
0;17.959070021375013;4.37226074932664
0;12.294392355767783;3.284483511696136
0;16.5918975837891;3.657583857051928
0;14.84189065705565;3.637415733006536
0;11.607619805056075;4.656093272990984
0;14.71239838954302;3.2384807778958224
0;17.757973397789517;3.925080446621759
0;17.40206441272509;4.015911045948236
0;10.949733486688332;4.074060845217277
0;19.740443044745923;3.2546181312551705
0;12.23961640262268;3.6038318018855646
0;14.421975123050835;4.506266416604918
0;17.365380683020472;3.8054834510441644
0;11.676683038575604;3.7587215084158445
0;14.481598432813291;3.0931319605095378
0;16.009328393706916;3.4600272543102735
0;14.184008357182599;3.119466376415243
0;13.384245470044533;3.3638804996273124
0;13.089187056134042;3.9969111828562993
0;14.08266102102475;3.45919334492121
0;13.930005537097426;3.9845839204038422
0;12.595601768728487;2.2581132695505786
0;17.753100836583485;2.3971839405574524
0;11.127236235923288;3.7765504824840472
0;17.28721096406371;3.518082517372045
0;14.395741184735504;3.552087422038175
0;17.554278543056817;3.9206452291161193
0;16.77861272581736;4.215484672808918
0;13.913952904147813;3.8483081964693135
0;15.013388600715073;3.547212463402692
0;18.311017709646674;4.2801886446727995
0;17.19574700659256;4.364595717574211
0;15.696576659083911;3.8346180573936075
0;15.37026658079814;4.026272411405573
0;15.029320684843697;3.886540262237729
0;16.04414820357811;4.614406974885903
0;15.444674789805106;4.159320240201265
0;19.61503808002406;3.964687425631567
0;15.108333886114494;3.4509651216412363
0;11.53045239538337;3.4686870758694974
0;14.383981965798291;3.6996931365886323
0;18.222038474612095;3.649083036463059
0;14.700163838677957;4.29691809828991
0;11.511632823736267;4.049179765110595
0;15.447677210578302;3.7355210491905297
0;16.31572537299539;3.7941464577108173
0;16.735843987098118;3.7731390776562366
0;18.99472889172912;2.9827109260564737
0;14.40569467236124;3.6893675277043676
0;17.343317755113986;3.696071208722546
0;13.381778459865227;2.9529860574526223
0;13.003608398598278;4.0699351370032675
0;16.200262580630973;4.289557745655509
0;15.53323348733446;3.352153514383094
0;19.03611504440605;3.6036467870351068
0;13.053580559510493;3.496188747432705
0;14.421996487623094;4.169817920815057
0;13.23759666901488;3.631228640144299
0;13.596000001007573;3.3165504514074953
0;14.520859650948767;3.9284620542523614
0;14.156573299737671;3.2891570258766385
0;15.552702036450624;3.2224907200063555
0;18.191242321009536;3.4597629985901652
0;17.636322885927648;4.700553771696997
0;13.263782518908386;2.9549092738939287
0;16.086253337448397;4.175024001767098
0;14.43298418030826;4.187858565245826
0;14.783227949128229;3.6873289878290287
0;15.598443641047965;3.9589316896447624
0;16.36159623489039;3.8084184808935744
