car;mileage;mpkw
0;13.996142539136912;1.08911983780616
0;11.332329880234475;3.6830503530446643
0;17.774774149342466;0.8681074620211131
0;9.953049179663179;3.36353229102246
0;12.506646999864595;2.4972863427352534
0;11.403728091971521;2.618933734295207
0;9.221101183171218;2.2636281454861393
0;16.996150846602596;2.394500222808342
0;9.568486137813977;2.014611715451133
0;16.847655567526317;1.9011136093735639
0;12.834351567047543;4.129713136236224
0;16.199271151605515;4.501904374821948
0;17.463490182729753;2.8850778038485108
0;12.394930076996738;1.6103960941406101
0;12.499830606601616;4.918723883553032
0;15.15082962132345;0.6322969735321351
0;16.42302554077647;2.160378628756235
0;13.72554761171136;3.7464117888440485
0;14.880527228097185;2.5854940104422224
0;18.886464619804777;2.3495399628507254
0;14.292629072302107;2.252776440182365
0;20.112722777330216;3.167108009588129
0;18.991658082557596;2.100761126885136
0;17.1613767826627;5.332263084324525
0;20.042652299127887;2.2157697549733
0;14.466776259196356;2.3550550284529725
0;10.577841606289141;4.435704877430686
0;17.82781179646982;2.6677475650046025
0;11.964797293691628;3.7610945646994614
0;16.101520802595058;2.796109923438317
0;14.349638301054577;2.9318061123285317
0;12.390375783073914;2.3718562982694413
0;16.13549897220714;3.57548265273132
0;15.531659054726475;2.467157528324365
0;13.754096129668175;3.617298607163318
0;18.237551493110267;4.465511547306558
0;12.838503142325443;4.109211316543438
0;15.283577994596994;2.023645804356146
0;12.613821397443319;3.142710422674149
0;14.061253378940616;2.5681731807814585
0;14.785368469715841;4.503348581485495
0;16.408582191371725;1.2502169457054924
0;11.964499094767628;0.6569022785621215
0;18.642944685724675;1.9954112994261817
0;16.013856880020164;4.5818832826111215
0;8.76456803839697;2.7258408799392817
0;16.88108944344597;2.931932832961446
0;17.458934822734587;4.606361172164281
0;19.609858540798598;2.7787855818958436
0;19.46328988355978;3.3237123182574955
0;17.204166869056294;4.467664650329568
0;13.048846275966524;2.296150494019445
0;14.533295435902764;3.295617074825445
0;13.838932606791476;1.61314450531708
0;17.340485399206905;3.2718030593911642
0;10.256741794061831;5.717394233849765
0;16.762610853961153;3.1612701503013114
0;17.249958400352888;2.0965465097766667
0;18.524688251422077;2.0160791928842343
0;11.072015792466916;2.529073309600558
0;17.031334843996362;3.068001743153287
0;16.503761009766926;4.795644404214748
0;14.764713384055083;4.170742157242763
0;12.843444615745076;3.996339250618363
0;14.485215308550945;3.1841918340760746
0;12.751305540139299;2.939472513446508
0;7.951245204000967;3.794782876727283
0;16.954468989059656;1.835233045375049
0;10.569448291290218;4.739147396408798
0;20.830774181637082;3.773277636925622
0;12.590527275901618;3.847433907146145
0;16.895973273371773;2.967169221033496
0;14.21782962785008;2.6151512484102635
0;16.127148033786085;1.7215946864682765
0;13.16627667122529;3.11784815735401
0;10.083708833747291;0.8056242133183282
0;12.815462885900331;3.1488839386154654
0;15.23522326030251;1.7157223007745388
0;10.253034153013678;3.4524037042037796
0;20.092181156445378;2.2195700895639794
0;15.678224058485977;4.605395999624094
0;13.333585124862973;4.289569548162825
0;15.680830482499232;2.9920733530083985
0;12.817656616663335;1.705214918334219
0;13.399334119153782;3.7203445092402383
0;19.50830046900231;2.8578828921776473
0;17.491722750999624;2.181026210353234
0;15.20211981008549;4.3488968369712255
0;11.189092523493226;1.4301786142279556
0;10.66435930724251;1.854584139034998
0;15.459475583706272;3.836737117000876
0;13.88841342001635;3.8408388338078616
0;12.428048086448849;2.9565707285072307
0;11.445303089053533;4.0552471586442005
0;13.587096293304871;2.485307589178352
0;15.967073494022376;2.0763770973971476
0;13.818170247453573;3.0078457988132206
0;15.461499801656021;3.6257881492626494
0;14.465777336669028;3.4131837461744
0;13.284324741847295;2.7779288025591233
0;14.458136859191034;0.6411010514354918
0;17.358378446878902;4.861184185534846
0;14.697133629232873;3.5810799817564907
0;22.311746898269817;3.206510675866466
0;19.106296581816498;3.025157937989541
0;7.109099570726613;3.365254238245627
0;13.040117952268309;3.2366180982134267
0;13.097415303019963;2.2531652243365934
0;11.911327038209333;2.244267451131864
0;14.648535668890833;3.0245847707240148
0;15.158345030687327;3.098410675979623
0;17.91015590088955;1.551954861331508
0;21.238724580976395;4.718073191445978
0;14.88785288945679;1.8872539354212599
0;13.68218030939044;2.4848899980127213
0;14.334835000449335;1.9894593870206565
0;14.564814273666768;3.4348165031824514
0;11.937756763466574;1.722862488881605
0;19.302970774262477;4.342680957295928
0;17.446129561151132;3.9931413129364843
0;13.596812172907963;2.8691780786564958
0;13.762664354012017;2.88063903544821
0;11.837490509612035;3.6196992114965685
0;14.14480361626728;1.48537266290336
0;16.393012883668803;2.675850029480862
0;14.419074633849425;3.708196747859279
0;16.774029601954705;3.878853859606618
0;12.525048416046022;3.6210253310980036
0;14.12864753426822;2.7764960176244537
0;13.17032416073534;3.9792222051711663
0;13.917973367712047;3.5378170793238066
0;18.37551698267135;4.406470337348509
0;15.350345860694233;2.922978357593729
0;18.546081868871664;3.483138617192154
0;14.499114412117084;4.0763196157265496
0;12.196717078052174;2.0740535694818156
0;17.316225200864515;3.012180846747293
0;16.02446450653221;1.69285005506519
0;12.351674883270906;3.5225422943807003
0;15.502872072667422;2.5592678836394445
0;13.538661194123273;1.7455376983088993
0;18.13269836653391;2.422534656431451
0;13.100631672924708;2.2035474369540085
0;12.620649522601717;3.2302614119554756
0;16.767006463704274;1.6048488438399728
0;15.999723358110977;3.4198695586854684
0;13.549133027073342;3.8240356536022198
0;17.287552580310084;2.751998431699436
0;15.149960084653587;1.7514019626860455
0;14.922599343317264;2.3627506060250085
0;16.677230724432647;3.848801830837577
0;17.896267052533855;1.761103013779605
0;10.426467951703467;3.4075251716387975
0;16.36405986633952;4.723189275696401
0;10.697191193626324;2.1598871034818803
0;13.922744702351846;5.211269974887797
0;19.115226568140088;3.714794353380123
0;19.696087623147168;3.2279611187582304
0;20.438900280128408;2.386635900419938
0;13.42977940367746;3.0974321105252356
0;13.944519472152122;1.8598436486503958
0;14.809746300078517;3.860569507297587
0;15.834747757529561;3.562806871362264
0;15.104403006690335;3.509168753090503
0;18.382074923928442;2.7296189748998834
0;13.148395310720867;3.78039540340236
0;15.881465984811431;1.906683178130149
0;15.838126191017016;2.3774196017395735
0;17.41100698262155;2.345040401127327
0;14.293826109371622;1.5651653119722762
0;12.135602565523286;3.2082202135617743
0;14.620443807101621;4.197219070350573
0;14.567568629143443;3.0240907005612434
0;17.37728585824189;4.31114233958717
0;18.690906024084562;3.3698673937525614
0;17.608603781865785;3.536534731684238
0;16.054203605514108;2.6429087053455746
0;12.367833916062786;3.473093891992794
0;12.76418339430887;2.814102037069299
0;17.977224228329163;1.6033912215220762
0;10.74038532753562;3.8918174362922215
0;16.9809055674059;1.986807255571609
0;17.107585324149472;1.7745721445250158
0;15.617092868899919;3.3196590482566513
0;14.525004739030711;2.7930054377900007
0;15.302476807435268;4.792381013148663
0;13.453149946733943;3.7258289711772212
0;14.70832751646979;2.659038035034931
0;14.140049004673683;3.454752700330834
0;9.5694183903321;1.6439437061709674
